position,code,media,bucket,school
657,DJ9506135,9.00,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
658,DJ8900018,9.00,FAR_TOWN,"LICEUL TEORETIC AMĂRĂȘTII DE JOS"
659,DJ8236047,9.00,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
660,DJ10955385,9.00,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
661,DJ12411060,9.00,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
662,DJ8013932,9.00,FAR_TOWN,"LICEUL TEORETIC ""INDEPENDENȚA"" CALAFAT"
663,DJ8784231,9.00,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
664,DJ9210615,9.00,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
665,DJ9447412,9.00,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
666,DJ9450879,9.00,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
667,DJ8899099,9.00,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
668,DJ12232487,9.00,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
669,DJ9091602,9.00,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
670,DJ8591322,9.00,FAR_TOWN,"LICEUL TEORETIC BECHET"
671,DJ9442819,8.97,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
672,DJ9723846,8.97,CRAIOVA,"LICEUL ""MATEI BASARAB"" CRAIOVA"
673,DJ9478008,8.97,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
674,DJ9536302,8.97,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 1 DĂBULENI"
675,DJ9451352,8.97,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
676,DJ8324157,8.97,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE BIBESCU"" CRAIOVA"
677,DJ9451370,8.97,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
678,DJ9092378,8.97,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
679,DJ9495016,8.97,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
680,DJ9727664,8.97,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
681,DJ10109090,8.97,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
682,DJ8450450,8.97,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
683,DJ8755219,8.97,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
684,DJ8839941,8.97,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
685,DJ8968262,8.97,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
686,DJ9435240,8.97,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
687,DJ12615824,8.97,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
688,DJ282201,8.97,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
689,DJ8895973,8.97,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
690,DJ11144990,8.97,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
691,DJ5042701,8.97,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
692,DJ8629439,8.97,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
693,DJ9446597,8.97,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
694,DJ9760618,8.97,FAR_TOWN,"ȘCOALA GIMNAZIALĂ FILIAȘI"
695,DJ5041901,8.97,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
696,DJ9451964,8.97,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
697,DJ7896485,8.97,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
698,DJ9447491,8.97,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
699,DJ9730021,8.97,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 3 BĂILEȘTI"
700,DJ9321391,8.97,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
701,DJ8893154,8.97,FAR_TOWN,"LICEUL TEORETIC AMĂRĂȘTII DE JOS"
702,DJ9442545,8.95,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
703,DJ12345862,8.95,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
704,DJ8238929,8.95,FAR_TOWN,"LICEUL TEORETIC ""INDEPENDENȚA"" CALAFAT"
705,DJ9443207,8.95,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" CRAIOVA"
706,DJ8925698,8.95,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ELENA FARAGO"" CRAIOVA"
707,DJ9356557,8.95,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
708,DJ9445506,8.95,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
709,DJ8441155,8.95,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ELENA FARAGO"" CRAIOVA"
710,DJ8990537,8.95,FAR_RURAL,"ȘCOALA GIMNAZIALĂ GALICEA MARE"
711,DJ9448678,8.95,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
712,DJ9677731,8.95,FAR_TOWN,"LICEUL TEORETIC ""INDEPENDENȚA"" CALAFAT"
713,DJ13969185,8.95,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
714,DJ9351928,8.95,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
715,DJ9436834,8.95,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
716,DJ9710860,8.95,FAR_RURAL,"ȘCOALA GIMNAZIALĂ MURGAȘI"
717,DJ8758181,8.95,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
718,DJ9531878,8.95,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 1 DĂBULENI"
719,DJ9442586,8.95,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
720,DJ12321700,8.95,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
721,DJ9592876,8.95,CRAIOVA,"ȘCOALA GIMNAZIALĂ PARTICULARĂ ""ETHOS"" CRAIOVA"
722,DJ9729769,8.95,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 5 ""AV. P. IVANOVICI"" BĂILEȘTI"
723,DJ9445512,8.95,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
724,DJ8568217,8.95,FAR_RURAL,"ȘCOALA GIMNAZIALĂ AFUMAȚI"
725,DJ12392421,8.92,CRAIOVA_VOCATIONAL,"LICEUL DE ARTE ""MARIN SORESCU"" CRAIOVA"
726,DJ9207545,8.92,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
727,DJ8722537,8.92,FAR_RURAL,"ȘCOALA GIMNAZIALĂ CIOROIAȘI"
728,DJ10489241,8.92,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
729,DJ9203851,8.92,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 3 DĂBULENI"
730,DJ9199237,8.92,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
731,DJ9090669,8.92,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
732,DJ8016192,8.92,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
733,DJ9445666,8.92,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
734,DJ9452319,8.92,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
735,DJ9177156,8.92,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 5 ""AV. P. IVANOVICI"" BĂILEȘTI"
736,DJ9438806,8.92,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
737,DJ8758817,8.92,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
738,DJ9189986,8.92,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
739,DJ9441664,8.92,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ VÂRVORU DE JOS"
740,DJ9494591,8.92,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
741,DJ8784831,8.92,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
742,DJ9449287,8.92,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
743,DJ9746717,8.92,FAR_TOWN,"ȘCOALA GIMNAZIALĂ FILIAȘI"
744,DJ9037659,8.92,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ ȚUGLUI"
745,DJ7978794,8.92,FAR_RURAL,"ȘCOALA GIMNAZIALĂ PISCU VECHI"
746,DJ8031493,8.90,FAR_TOWN,"ȘCOALA GIMNAZIALĂ ""GHEORGHE BRĂESCU"" CALAFAT"
747,DJ8965933,8.90,FAR_RURAL,"ȘCOALA GIMNAZIALĂ NR. 1 MÂRȘANI"
748,DJ9181863,8.90,FAR_RURAL,"ȘCOALA GIMNAZIALĂ SĂRATA"
749,DJ9445781,8.90,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
750,DJ10723337,8.90,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
751,DJ363801,8.90,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
752,DJ9478018,8.90,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE BIBESCU"" CRAIOVA"
753,DJ9453612,8.90,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
754,DJ11013920,8.90,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
755,DJ283851,8.90,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
756,DJ9760430,8.90,FAR_TOWN,"ȘCOALA GIMNAZIALĂ FILIAȘI"
757,DJ8629068,8.90,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
758,DJ276201,8.90,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
759,DJ8736121,8.90,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
760,DJ9503302,8.90,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
761,DJ13201518,8.90,FAR_RURAL,"ȘCOALA GIMNAZIALĂ PUȚURI"
762,DJ8321074,8.90,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ELENA FARAGO"" CRAIOVA"
763,DJ9209459,8.90,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
764,DJ9569152,8.90,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
765,DJ8844158,8.90,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
766,DJ9477779,8.90,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
767,DJ9450844,8.90,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
768,DJ8629120,8.87,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
769,DJ9092859,8.87,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
770,DJ9595672,8.87,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
771,DJ203451,8.87,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
772,DJ8962994,8.87,FAR_RURAL,"ȘCOALA GIMNAZIALĂ NR. 1 MÂRȘANI"
773,DJ9569266,8.87,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
774,DJ9697734,8.87,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
775,DJ9433469,8.87,CRAIOVA_VOCATIONAL,"LICEUL DE ARTE ""MARIN SORESCU"" CRAIOVA"
776,DJ9493645,8.87,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
777,DJ8937847,8.87,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
778,DJ8250219,8.87,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
779,DJ9446779,8.87,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
780,DJ7973954,8.87,FAR_RURAL,"LICEUL TEORETIC ""ADRIAN PĂUNESCU"" BÂRCA"
781,DJ8953229,8.87,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
782,DJ8457627,8.87,CRAIOVA,"LICEUL TEORETIC ""HENRI COANDĂ"" CRAIOVA"
783,DJ8926727,8.87,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ COȘOVENI"
784,DJ275051,8.87,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
785,DJ8893045,8.87,FAR_TOWN,"LICEUL TEORETIC AMĂRĂȘTII DE JOS"
786,DJ8788875,8.85,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ELENA FARAGO"" CRAIOVA"
787,DJ9192549,8.85,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
788,DJ9494453,8.85,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
789,DJ9533175,8.85,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
790,DJ8444861,8.85,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
791,DJ9408283,8.85,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ TEASC"
792,DJ9342952,8.85,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ELIZA OPRAN"" IȘALNIȚA"
793,DJ9751713,8.85,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ ""CONSTANTIN GHEORGHIȚĂ"" PODARI"
794,DJ9814799,8.85,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
795,DJ8686648,8.85,FAR_TOWN,"LICEUL TEHNOLOGIC SEGARCEA"
796,DJ9047765,8.85,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
797,DJ9533573,8.85,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
798,DJ10128875,8.85,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ COȚOFENII DIN DOS"
799,DJ12238163,8.85,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
800,DJ273001,8.85,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
801,DJ8239351,8.85,FAR_TOWN,"LICEUL TEORETIC ""INDEPENDENȚA"" CALAFAT"
802,DJ9260802,8.85,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
803,DJ9696332,8.85,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
804,DJ12559268,8.85,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
805,DJ273201,8.85,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
806,DJ9099035,8.85,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
807,DJ12081682,8.85,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
808,DJ267551,8.85,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
809,DJ9505274,8.85,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
810,DJ10423424,8.85,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
811,DJ10718894,8.85,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
812,DJ8958142,8.82,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ PIELEȘTI"
813,DJ9451233,8.82,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
814,DJ9702577,8.82,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
815,DJ363701,8.82,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
816,DJ9340916,8.82,FAR_RURAL,"ȘCOALA GIMNAZIALĂ OSTROVENI"
817,DJ8249871,8.82,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
818,DJ9091330,8.82,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
819,DJ9424782,8.82,FAR_RURAL,"ȘCOALA GIMNAZIALĂ APELE VII"
820,DJ8016254,8.82,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
821,DJ9192498,8.82,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
822,DJ9532366,8.82,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ION ȚUCULESCU"" CRAIOVA"
823,DJ12618274,8.82,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
824,DJ9144027,8.82,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
825,DJ9440105,8.82,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
826,DJ11159980,8.82,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
827,DJ9532979,8.82,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
828,DJ9468332,8.82,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ NEGOIEȘTI"
829,DJ9443037,8.82,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" CRAIOVA"
830,DJ9446742,8.82,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
831,DJ12614406,8.82,CRAIOVA,"ȘCOALA ROMÂNO-BRITANICĂ CRAIOVA"
832,DJ9089108,8.82,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
833,DJ9442070,8.82,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
834,DJ9679952,8.82,FAR_RURAL,"ȘCOALA GIMNAZIALĂ ""NICOLAE CARAȘ"" CIUPERCENII NOI"
835,DJ9180127,8.82,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
836,DJ9321746,8.82,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
837,DJ8930816,8.82,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
838,DJ9313616,8.82,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
839,DJ9756138,8.80,FAR_TOWN,"ȘCOALA GIMNAZIALĂ FILIAȘI"
840,DJ9612083,8.80,FAR_TOWN,"LICEUL TEORETIC ""CONSTANTIN BRÂNCOVEANU"" DĂBULENI"
841,DJ9094782,8.80,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""DECEBAL"" CRAIOVA"
842,DJ9453590,8.80,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
843,DJ9441938,8.80,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
844,DJ9451241,8.80,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
845,DJ12559304,8.80,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
846,DJ9446936,8.80,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
847,DJ8861513,8.80,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
848,DJ9442624,8.80,CRAIOVA,"LICEUL TEORETIC ""HENRI COANDĂ"" CRAIOVA"
849,DJ282801,8.80,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
850,DJ8875742,8.80,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""DECEBAL"" CRAIOVA"
851,DJ9196535,8.80,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
852,DJ8589599,8.80,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
853,DJ236251,8.80,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
854,DJ12906772,8.80,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
855,DJ10022026,8.80,FAR_TOWN,"ȘCOALA GIMNAZIALĂ FILIAȘI"
856,DJ9492718,8.80,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
857,DJ10972882,8.80,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
858,DJ8735379,8.80,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
859,DJ9697531,8.80,FAR_TOWN,"ȘCOALA GIMNAZIALĂ FILIAȘI"
860,DJ9044775,8.80,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 3 BĂILEȘTI"
861,DJ9342972,8.80,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" CRAIOVA"
862,DJ8036404,8.80,FAR_TOWN,"LICEUL TEORETIC ""INDEPENDENȚA"" CALAFAT"
863,DJ8431836,8.80,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
864,DJ8894837,8.80,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
865,DJ8558892,8.80,FAR_TOWN,"ȘCOALA GIMNAZIALĂ FILIAȘI"
866,DJ13445267,8.80,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
867,DJ9440835,8.80,CRAIOVA_VOCATIONAL,"LICEUL CU PROGRAM SPORTIV ""PETRACHE TRIȘCU"" CRAIOVA"
868,DJ9523459,8.80,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
869,DJ9435957,8.80,CRAIOVA,"LICEUL TEORETIC ""HENRI COANDĂ"" CRAIOVA"
870,DJ8443063,8.77,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
871,DJ8960545,8.77,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
872,DJ12616225,8.77,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
873,DJ9245826,8.77,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
874,DJ9449253,8.77,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
875,DJ8591628,8.77,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
876,DJ8838140,8.77,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
877,DJ8897495,8.77,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""DECEBAL"" CRAIOVA"
878,DJ9496066,8.77,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
879,DJ12227544,8.77,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 1 DĂBULENI"
880,DJ8893772,8.77,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
881,DJ12099000,8.77,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ELIZA OPRAN"" IȘALNIȚA"
882,DJ12534933,8.77,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
