position,code,media,bucket,school
1332,DJ10077252,8.20,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ELENA FARAGO"" CRAIOVA"
1333,DJ8887813,8.20,FAR_RURAL,"ȘCOALA GIMNAZIALĂ PRAPOR"
1334,DJ8980034,8.20,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
1335,DJ9072645,8.20,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1336,DJ8937834,8.20,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
1337,DJ9438747,8.20,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
1338,DJ9562437,8.20,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
1339,DJ9437913,8.20,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
1340,DJ11081713,8.20,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
1341,DJ8850628,8.20,FAR_TOWN,"LICEUL TEHNOLOGIC SEGARCEA"
1342,DJ9439563,8.20,FAR_RURAL,"ȘCOALA GIMNAZIALĂ VALEA LUI PĂTRU"
1343,DJ9236687,8.20,FAR_RURAL,"ȘCOALA GIMNAZIALĂ NR. 1 MÂRȘANI"
1344,DJ8930366,8.20,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
1345,DJ9724051,8.20,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
1346,DJ9450803,8.20,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
1347,DJ8720403,8.20,FAR_TOWN,"LICEUL TEHNOLOGIC SEGARCEA"
1348,DJ8877870,8.20,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
1349,DJ8074997,8.20,FAR_TOWN,"LICEUL TEORETIC ""INDEPENDENȚA"" CALAFAT"
1350,DJ9423949,8.20,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1351,DJ9769066,8.20,FAR_TOWN,"ȘCOALA GIMNAZIALĂ FILIAȘI"
1352,DJ9094286,8.20,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1353,DJ8663639,8.17,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ BUCOVĂȚ"
1354,DJ9809336,8.17,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ GOIEȘTI"
1355,DJ11035234,8.17,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1356,DJ9359225,8.17,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1357,DJ9439592,8.17,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1358,DJ9729242,8.17,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
1359,DJ9455984,8.17,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1360,DJ9386848,8.17,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
1361,DJ9417186,8.17,FAR_RURAL,"ȘCOALA GIMNAZIALĂ BRALOȘTIȚA"
1362,DJ9436526,8.17,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1363,DJ9344722,8.17,CRAIOVA,"LICEUL ""MATEI BASARAB"" CRAIOVA"
1364,DJ10305027,8.17,FAR_RURAL,"ȘCOALA GIMNAZIALĂ NR. 1 MOȚĂȚEI"
1365,DJ9439437,8.17,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
1366,DJ12084070,8.17,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1367,DJ12232436,8.17,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE BIBESCU"" CRAIOVA"
1368,DJ270851,8.17,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" CRAIOVA"
1369,DJ9000104,8.17,FAR_RURAL,"ȘCOALA GIMNAZIALĂ ""NICA BARBU LOCUSTEANU"" LEU"
1370,DJ12244537,8.17,CRAIOVA_VOCATIONAL,"LICEUL CU PROGRAM SPORTIV ""PETRACHE TRIȘCU"" CRAIOVA"
1371,DJ9701715,8.17,CRAIOVA,"ȘCOALA GIMNAZIALĂ PARTICULARĂ ""ETHOS"" CRAIOVA"
1372,DJ9678043,8.17,FAR_RURAL,"ȘCOALA GIMNAZIALĂ ""NICOLAE CARAȘ"" CIUPERCENII NOI"
1373,DJ9098580,8.17,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1374,DJ9619056,8.17,FAR_RURAL,"ȘCOALA GIMNAZIALĂ ORODEL"
1375,DJ12325840,8.15,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1376,DJ9705738,8.15,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1377,DJ3519001,8.15,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""DECEBAL"" CRAIOVA"
1378,DJ9470493,8.15,FAR_RURAL,"ȘCOALA GIMNAZIALĂ DAMIAN-SADOVA"
1379,DJ8557054,8.15,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ BUCOVĂȚ"
1380,DJ268701,8.15,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1381,DJ9472891,8.15,FAR_TOWN,"ȘCOALA GIMNAZIALĂ FILIAȘI"
1382,DJ7897107,8.15,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1383,DJ9509665,8.15,FAR_RURAL,"ȘCOALA GIMNAZIALĂ ""PETRACHE CERNĂTESCU"" CERNĂTEȘTI"
1384,DJ287401,8.15,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
1385,DJ9447498,8.15,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
1386,DJ9453684,8.15,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1387,DJ9563558,8.15,FAR_RURAL,"ȘCOALA GIMNAZIALĂ HOREZU-POENARI"
1388,DJ9362081,8.15,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1389,DJ13699231,8.15,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1390,DJ8852828,8.15,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
1391,DJ9353497,8.15,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ BREASTA"
1392,DJ9386859,8.15,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""DECEBAL"" CRAIOVA"
1393,DJ9199186,8.12,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
1394,DJ9954421,8.12,FAR_RURAL,"ȘCOALA GIMNAZIALĂ PREDEȘTI"
1395,DJ9632246,8.12,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
1396,DJ9192664,8.12,CRAIOVA,"LICEUL TEORETIC ""HENRI COANDĂ"" CRAIOVA"
1397,DJ12390552,8.12,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1398,DJ8845832,8.12,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
1399,DJ9042117,8.12,FAR_RURAL,"ȘCOALA GIMNAZIALĂ ZĂNOAGA"
1400,DJ9191748,8.12,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1401,DJ9447193,8.12,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
1402,DJ9598960,8.12,FAR_RURAL,"ȘCOALA GIMNAZIALĂ TESLUI"
1403,DJ8520734,8.12,CRAIOVA,"ȘCOALA GIMNAZIALĂ PARTICULARĂ ""ETHOS"" CRAIOVA"
1404,DJ12234144,8.12,CRAIOVA,"LICEUL ENERGETIC CRAIOVA"
1405,DJ9236351,8.12,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""DECEBAL"" CRAIOVA"
1406,DJ9447259,8.12,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
1407,DJ12616243,8.12,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1408,DJ9264374,8.12,FAR_RURAL,"ȘCOALA GIMNAZIALĂ DRĂNIC"
1409,DJ8717827,8.12,FAR_RURAL,"ȘCOALA GIMNAZIALĂ AFUMAȚI"
1410,DJ8321126,8.12,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ELENA FARAGO"" CRAIOVA"
1411,DJ8872893,8.12,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
1412,DJ12131466,8.12,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
1413,DJ8114042,8.12,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
1414,DJ9437430,8.12,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
1415,DJ12616183,8.12,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1416,DJ9023216,8.12,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" CRAIOVA"
1417,DJ9313578,8.10,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
1418,DJ8885693,8.10,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
1419,DJ8608732,8.10,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
1420,DJ8875031,8.10,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
1421,DJ9273830,8.10,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1422,DJ9525646,8.10,FAR_RURAL,"ȘCOALA GIMNAZIALĂ ""ȘTEFAN ISPAS"" MAGLAVIT"
1423,DJ9441899,8.10,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
1424,DJ9438776,8.10,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
1425,DJ9120121,8.10,FAR_RURAL,"ȘCOALA GIMNAZIALĂ ""PETRACHE POENARU"" BRĂDEȘTI"
1426,DJ8630011,8.10,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1427,DJ9438857,8.10,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
1428,DJ11011493,8.10,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""DECEBAL"" CRAIOVA"
1429,DJ8894879,8.10,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
1430,DJ9313185,8.10,CRAIOVA,"ȘCOALA GIMNAZIALĂ PARTICULARĂ ""ETHOS"" CRAIOVA"
1431,DJ6359551,8.10,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ELENA FARAGO"" CRAIOVA"
1432,DJ9356624,8.10,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ BREASTA"
1433,DJ8895468,8.10,FAR_TOWN,"LICEUL TEORETIC AMĂRĂȘTII DE JOS"
1434,DJ272651,8.10,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1435,DJ8413679,8.10,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1436,DJ9086646,8.07,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
1437,DJ9489038,8.07,FAR_RURAL,"ȘCOALA GIMNAZIALĂ SADOVA"
1438,DJ8850681,8.07,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
1439,DJ9095672,8.07,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1440,DJ9532898,8.07,FAR_RURAL,"ȘCOALA GIMNAZIALĂ CĂLĂRAȘI"
1441,DJ9553409,8.07,CRAIOVA,"LICEUL ""MATEI BASARAB"" CRAIOVA"
1442,DJ8825489,8.07,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
1443,DJ9450658,8.07,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
1444,DJ9482280,8.07,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1445,DJ9033599,8.07,FAR_RURAL,"ȘCOALA PROFESIONALĂ DANEȚI"
1446,DJ9442002,8.07,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
1447,DJ8056266,8.07,FAR_TOWN,"LICEUL TEORETIC ""INDEPENDENȚA"" CALAFAT"
1448,DJ12087447,8.07,FAR_RURAL,"ȘCOALA GIMNAZIALĂ FĂRCAȘ"
1449,DJ8950199,8.07,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
1450,DJ10004234,8.07,FAR_TOWN,"LICEUL TEORETIC ""INDEPENDENȚA"" CALAFAT"
1451,DJ11169259,8.07,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
1452,DJ9756462,8.05,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ ""CONSTANTIN GHEORGHIȚĂ"" PODARI"
1453,DJ12081094,8.05,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1454,DJ9443637,8.05,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
1455,DJ9207205,8.05,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1456,DJ12086050,8.05,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""DECEBAL"" CRAIOVA"
1457,DJ9287813,8.05,FAR_RURAL,"ȘCOALA GIMNAZIALĂ FĂRCAȘ"
1458,DJ9490551,8.05,FAR_RURAL,"ȘCOALA GIMNAZIALĂ SADOVA"
1459,DJ9179849,8.05,FAR_RURAL,"ȘCOALA GIMNAZIALĂ SĂRATA"
1460,DJ12849294,8.05,CRAIOVA_VOCATIONAL,"LICEUL CU PROGRAM SPORTIV ""PETRACHE TRIȘCU"" CRAIOVA"
1461,DJ9706550,8.05,FAR_TOWN,"ȘCOALA GIMNAZIALĂ FILIAȘI"
1462,DJ8854583,8.05,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
1463,DJ9037681,8.05,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ ȚUGLUI"
1464,DJ7897004,8.05,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1465,DJ9717810,8.05,FAR_TOWN,"ȘCOALA GIMNAZIALĂ FILIAȘI"
1466,DJ8605468,8.05,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
1467,DJ9321695,8.02,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1468,DJ8788590,8.02,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ELENA FARAGO"" CRAIOVA"
1469,DJ203401,8.02,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
1470,DJ9480083,8.02,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ ""CONSTANTIN GHEORGHIȚĂ"" PODARI"
1471,DJ9143531,8.02,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 1 DĂBULENI"
1472,DJ9174603,8.02,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 2 BĂILEȘTI"
1473,DJ9444374,8.02,FAR_RURAL,"ȘCOALA GIMNAZIALĂ BRATOVOEȘTI"
1474,DJ9494074,8.02,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1475,DJ8845270,8.02,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
1476,DJ11029642,8.02,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
1477,DJ9180413,8.02,CRAIOVA,"LICEUL TEORETIC ""HENRI COANDĂ"" CRAIOVA"
1478,DJ12088433,8.02,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1479,DJ266451,8.02,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
1480,DJ8850005,8.02,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ ȚUGLUI"
1481,DJ287451,8.00,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1482,DJ9274041,8.00,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1483,DJ9682956,8.00,FAR_RURAL,"ȘCOALA GIMNAZIALĂ GÂNGIOVA"
1484,DJ9274029,8.00,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1485,DJ9753924,8.00,FAR_TOWN,"ȘCOALA GIMNAZIALĂ FILIAȘI"
1486,DJ9489195,8.00,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1487,DJ269001,8.00,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
1488,DJ10569694,8.00,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ION CREANGĂ"" CRAIOVA"
1489,DJ8954201,8.00,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ COȘOVENI"
1490,DJ9443022,8.00,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ VÂRVORU DE JOS"
1491,DJ9044694,8.00,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 5 ""AV. P. IVANOVICI"" BĂILEȘTI"
1492,DJ276151,8.00,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1493,DJ12172663,8.00,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1494,DJ8234300,7.97,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ BUCOVĂȚ"
1495,DJ8948919,7.97,FAR_RURAL,"ȘCOALA GIMNAZIALĂ GHIDICI"
1496,DJ8895878,7.97,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
1497,DJ8717474,7.97,FAR_TOWN,"LICEUL TEHNOLOGIC SEGARCEA"
1498,DJ9471142,7.97,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
1499,DJ10124744,7.97,CRAIOVA,"LICEUL ""MATEI BASARAB"" CRAIOVA"
1500,DJ9698410,7.97,FAR_TOWN,"ȘCOALA GIMNAZIALĂ FILIAȘI"
